id,category
1,陸上特殊無線技士
2,アマチュア無線技士（第一級、第二級）
3,第二種電気工事士
4,航空特殊無線技士
5,陸上無線技術士
6,航空無線通信士
7,電気通信主任技術者
8,アマチュア無線技士（第三級、第四級）
9,工事担任者
10,総合無線通信士
11,海上特殊無線技士
12,第一種電気工事士
13,2級電気工事施工管理技士
14,第三種電気主任技術者
15,1級電気工事施工管理技士
16,配電制御システム検査技士
17,CATV技術者
18,特種電気工事資格者
19,情報配線施工技能士
20,蓄電池設備整備資格者
21,第一種電気主任技術者
22,認定電気工事従事者
23,第二種電気主任技術者
24,高圧ケーブル工事技術認定講習
25,低圧電気取扱者
26,海上無線通信士
27,高圧・特別高圧電気取扱者
