id,category
1,IBF国際メイクアップアーティスト認定試験
2,美容師
3,理容師
4,メイクセラピー検定
5,ジュエリーコーディネーター検定試験
6,アロマテラピー検定
7,きもの文化検定
8,ネイリスト技能検定試験
9,化粧品成分検定
10,CIDESCOディプロマ
11,ファッション販売能力検定
12,服飾士
13,美容薬学検定
14,TES 繊維製品品質管理士
15,スキンケアアドバイザー
16,日本化粧品検定
17,アロマテラピーアドバイザー
18,アロマテラピーインストラクター
19,CIDESCO衛生管理資格
20,ファッションビジネス能力検定
21,アロマセラピスト
22,パターンメーキング技術検定
