id,category
1,国内旅行業務取扱管理者
2,総合旅行業務取扱管理者
3,通関士
4,貿易実務検定
5,全国通訳案内士
6,旅行地理検定
7,JPO派遣制度
8,IATA DIPLOMA（IATA ディプロマ）
9,旅程管理主任者（ツアーコンダクター）
10,カジノディーラー資格認定試験
11,北海道観光マスター検定
12,ホテル・マネジメント技能検定
13,AIBA認定貿易アドバイザー試験
