id,category
1,海技士
2,小型船舶操縦士
3,特定操縦免許
4,船舶料理士
5,水先人
6,油濁防止管理者
7,船舶に乗り組む衛生管理者
8,救命艇手
9,遊漁船業務主任者
10,限定救命艇手
11,船の文化検定（ふね検）
12,船内荷役作業主任者
