id,category
1,行政書士
2,弁理士
3,司法試験
4,司法書士
5,ビジネス実務法務検定試験
6,海事代理士
7,法学検定試験
8,裁判所職員一般職（裁判所事務官）
9,知的財産管理技能検定
10,裁判所職員総合職（裁判所事務官）
11,裁判所職員総合職（家庭裁判所調査官補）
12,執行官
13,ビジネス著作権検定
14,司法試験予備試験
15,特定行政書士
16,景品表示法務検定
17,簡裁訴訟代理等能力認定考査
18,特定侵害訴訟代理業務試験
