id,category
1,建設業経理検定
2,公認会計士
3,税理士
4,日商簿記検定
5,金融業務能力検定
6,消費税法能力検定
7,所得税法能力検定
8,ビジネス会計検定試験
9,電子会計実務検定
10,米国公認会計士（USCPA）
11,BATIC（国際会計検定）
12,法人税法能力検定
13,農業簿記検定
14,社会福祉法人経営実務検定試験
15,FASS検定
16,地方公会計検定
