id,category
1,保育士
2,高等学校卒業程度認定試験
3,教員資格認定試験
4,司書・司書補
5,学芸員・学芸員補
6,生物分類技能検定
7,実用理科技能検定
8,バイオインフォマティクス技術者認定試験
9,国立国会図書館職員（総合職・一般職）
10,生理人類士
11,バイオ技術者認定試験
12,登録日本語教員
13,学校図書館司書教諭
